BuildingType,Neighborhood,CouncilDistrictCode,Latitude,Longitude,YearBuilt,NumberofFloors,PropertyGFABuilding(s),Total Consumption (kbtu),Total EUI (kbtu/sf),Energy Use,Landmark,Wind Speed (kts),Daytime Temperature (C),Nighttime Temperature (C),Climate Type,Earthquake Risk,Flood Risk,Water Bodies,Commercial,Industrial,Public Utilities,Energy Efficiency Class
Multifamily LR (1-4),DELRIDGE NEIGHBORHOODS,1.0,47.52141,-122.36426,1979,3,64618,1548788.132948,23.96837000445696,Electricity,Terrain,5.0,13.0,10.0,2,Moderate,Drainage Flood,3.0,27.0,222.0,437.0,1
Multifamily HR (10+),DOWNTOWN,7.0,47.61511,-122.35189,2001,12,162865,7431797.6744256,45.63164384260338,Mixed,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,0
Multifamily LR (1-4),NORTHWEST,5.0,47.71537,-122.35594,1989,4,22344,1098501.4545624,49.163151385714286,Electricity,Terrain,2.0,12.0,10.0,0,Lower,No Flood,20.0,302.0,105.0,178.0,1
Multifamily LR (1-4),NORTHWEST,5.0,47.71356,-122.35599,1967,3,25914,739230.938869,28.526315461488,Electricity,Terrain,2.0,12.0,10.0,0,Lower,No Flood,20.0,302.0,105.0,178.0,1
Multifamily MR (5-9),SOUTHEAST,2.0,47.56052,-122.28446,1967,5,36765,1137113.248908,30.92923293643411,Electricity,Green,1.0,14.0,11.0,1,Low,No Flood,0.0,473.0,1043.0,1321.0,1
Multifamily MR (5-9),NORTHEAST,4.0,47.66065,-122.31795,1996,6,71421,2119079.6269424,29.67025982473502,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,0
Multifamily LR (1-4),SOUTHWEST,1.0,47.55829,-122.3811,1986,3,24664,672266.9623152,27.257012743885827,Electricity,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,1
Multifamily LR (1-4),EAST,3.0,47.62413,-122.32287,1925,3,34580,2448310.4316744,70.8013427320532,Natural Gas,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),EAST,3.0,47.6248,-122.32232,1965,4,24141,900436.7710434,37.29906677616504,Mixed,Coastal,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),EAST,3.0,47.62442,-122.3226,1960,5,40721,1152259.7454704,28.296450123287737,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),EAST,3.0,47.62464,-122.32333,1965,4,41396,1172616.582256,28.32680892492028,Electricity,Coastal,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),EAST,3.0,47.62328,-122.32343,1930,4,35123,1497802.5831113998,42.64449457937533,Natural Gas,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),EAST,3.0,47.62497,-122.3155,1910,3,22532,805657.2652785999,35.75613639617433,Mixed,Coastal,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily HR (10+),EAST,3.0,47.62383,-122.31516,1971,11,78199,4087137.2508744,52.265850597506365,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,0
Multifamily LR (1-4),EAST,3.0,47.62326,-122.31498,1928,3,21407,1205678.2961186,56.32168431441118,Natural Gas,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),EAST,3.0,47.62351,-122.31538,1985,4,48155,1012112.8535336,21.01781442287613,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),EAST,3.0,47.623,-122.31514,1907,3,35647,1389648.6083952,38.98360614905041,Mixed,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),EAST,3.0,47.62212,-122.31481,1926,4,20356,841593.7981984001,41.343770789860486,Mixed,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),EAST,3.0,47.62263,-122.31586,1910,3,35656,1237872.6285248,34.71709189266323,Mixed,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),EAST,3.0,47.62294,-122.3165,1925,3,20640,1878928.102496,91.0333382992248,Natural Gas,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),EAST,3.0,47.62394,-122.31595,1953,7,42182,2452705.2925952,58.14578001505855,Natural Gas,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),EAST,3.0,47.62325,-122.31602,1987,4,24480,782301.704632,31.95676898006536,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),SOUTHWEST,1.0,47.54155,-122.38686,1987,4,31488,592262.47822,18.80914882558435,Electricity,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,1
Multifamily LR (1-4),SOUTHWEST,1.0,47.50224,-122.37649,1979,3,27272,548273.1487128,20.10388488973306,Electricity,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,1
Multifamily LR (1-4),EAST,3.0,47.60675,-122.32345,1909,3,43162,1115893.1402976,25.853601322867338,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),SOUTHWEST,1.0,47.57915,-122.40976,1963,4,20790,517243.1330024,24.879419576835016,Electricity,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,1
Multifamily LR (1-4),SOUTHWEST,1.0,47.58277,-122.38687,1988,4,30649,1313200.2283176,42.84642984494111,Electricity,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,1
Multifamily LR (1-4),SOUTHWEST,1.0,47.57519,-122.37143,2004,4,53919,1200456.2455704,22.26406731523953,Electricity,Terrain,3.7,12.7,10.0,2,Low,No Flood,3.0,199.0,143.0,362.0,1
Multifamily LR (1-4),EAST,3.0,47.62052,-122.32286,1978,3,27317,782079.915428,28.62978787670681,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),EAST,3.0,47.62285,-122.32281,1963,5,28922,984583.6951048,34.04272509179172,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.63007,-122.35854,1921,4,104064,2937714.6724716,28.22988422962408,Natural Gas,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,0
Multifamily LR (1-4),NORTHWEST,5.0,47.7101,-122.33174,1988,4,44352,2081421.7835566,46.929603705731424,Mixed,Green,2.0,12.0,10.0,0,Lower,No Flood,20.0,302.0,105.0,178.0,1
Multifamily LR (1-4),NORTH,5.0,47.70953,-122.31075,1995,2,31680,2336222.663353,73.74440225230428,Mixed,Terrain,5.0,13.0,11.0,3,Lower,No Flood,20.0,471.0,81.0,352.0,1
Multifamily LR (1-4),NORTH,5.0,47.7113,-122.30127,1986,3,21303,616799.1884656,28.95363040255363,Electricity,Terrain,5.0,13.0,11.0,3,Lower,No Flood,20.0,471.0,81.0,352.0,1
Multifamily MR (5-9),NORTH,5.0,47.70928,-122.30045,2002,5,50192,1721251.4179784,34.29334192656997,Electricity,Terrain,5.0,13.0,11.0,3,Lower,No Flood,20.0,471.0,81.0,352.0,1
Multifamily LR (1-4),NORTH,5.0,47.7095,-122.30032,1997,4,39433,1147646.5300272,29.10370831606016,Electricity,Terrain,5.0,13.0,11.0,3,Lower,No Flood,20.0,471.0,81.0,352.0,1
Multifamily LR (1-4),GREATER DUWAMISH,2.0,47.53084,-122.28114,1968,2,91907,3928664.120688601,42.7460815899616,Electricity,Coastal,5.0,13.0,10.0,2,High,No Flood,0.0,190.0,570.0,452.0,0
Multifamily LR (1-4),NORTHWEST,6.0,47.69991,-122.35498,1978,4,20844,499203.1403632,23.94948859927077,Electricity,Terrain,2.0,12.0,10.0,0,Fair,No Flood,256.0,302.0,105.0,178.0,1
Multifamily LR (1-4),EAST,3.0,47.62413,-122.31698,1998,3,18513,933518.5610948,50.42502895774861,Mixed,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),EAST,3.0,47.62397,-122.31962,1984,4,24620,814283.7078488,33.07407424243704,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),EAST,3.0,47.62176,-122.31913,1925,3,21512,771477.1381496,35.86264123045742,Mixed,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),EAST,3.0,47.62176,-122.31958,1900,3,32960,1600963.8078184002,48.57293106245146,Natural Gas,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),NORTHEAST,4.0,47.64251,-122.3149,1958,4,21312,761207.8452608,35.71733508168168,Electricity,Coastal,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily MR (5-9),MAGNOLIA / QUEEN ANNE,7.0,47.63709,-122.3438,2004,5,71592,2557003.49725,35.716329998463515,Electricity,Green,3.0,12.0,10.0,0,Moderate,No Flood,0.0,234.0,40.0,141.0,0
Multifamily LR (1-4),LAKE UNION,4.0,47.66412,-122.34021,1990,3,15092,597090.658584,39.56338845640074,Electricity,Green,3.0,14.0,11.0,1,Fair,No Flood,20.0,273.0,58.0,47.0,1
Multifamily LR (1-4),LAKE UNION,4.0,47.66164,-122.34247,2007,4,135228,1415172.6180369998,10.465085766535037,Electricity,Coastal,3.0,14.0,11.0,1,Fair,No Flood,20.0,273.0,58.0,47.0,0
Multifamily MR (5-9),EAST,3.0,47.61499,-122.32591,1919,5,40281,949919.7485904,23.582327861532733,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),SOUTHWEST,1.0,47.51715,-122.37647,1981,4,42084,1009188.6481824,23.980340466267467,Electricity,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,1
Multifamily MR (5-9),MAGNOLIA / QUEEN ANNE,7.0,47.62801,-122.36626,1968,5,19828,518201.944792,26.13485700988501,Electricity,Green,3.0,12.0,10.0,0,Moderate,No Flood,0.0,234.0,40.0,141.0,1
Multifamily MR (5-9),MAGNOLIA / QUEEN ANNE,7.0,47.62936,-122.35859,1974,9,53820,1434057.594376,26.645440252248235,Natural Gas,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily HR (10+),DOWNTOWN,7.0,47.61146,-122.34264,1994,27,146914,8932107.672740601,60.79820624814926,Electricity,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,0
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.63132,-122.35421,1988,3,22392,577522.026508,25.79144455644873,Electricity,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily LR (1-4),SOUTHWEST,1.0,47.55728,-122.38646,1984,4,30333,177035.5547744,5.836401106860515,Electricity,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,1
Multifamily MR (5-9),EAST,3.0,47.61625,-122.31726,2001,6,55867,1599547.1513896,28.63134142498434,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily HR (10+),DOWNTOWN,7.0,47.61477,-122.35129,2002,12,205779,10744618.2537452,52.21435741132574,Mixed,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,3
Multifamily LR (1-4),CENTRAL,3.0,47.60583,-122.30421,1968,3,24882,834373.4366876,33.53321423871071,Electricity,Terrain,4.0,12.5,11.0,1,Fair,No Flood,4.0,192.0,46.0,149.0,1
Multifamily LR (1-4),NORTHEAST,4.0,47.68037,-122.31785,1968,4,24288,611428.4775872,25.17409739736496,Electricity,Green,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily MR (5-9),DOWNTOWN,7.0,47.61123,-122.34446,1989,7,87645,2015874.198744,23.00044724449769,Electricity,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,0
Multifamily HR (10+),DOWNTOWN,7.0,47.61124,-122.34339,1982,21,185506,6496645.999876601,35.02121764189083,Electricity,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,3
Multifamily HR (10+),EAST,3.0,47.61137,-122.32669,1927,12,82320,4657371.3266032,56.57642525028183,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,0
Multifamily MR (5-9),EAST,3.0,47.61875,-122.32703,2003,6,38171,1362720.6393584,35.70041757770034,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),LAKE UNION,7.0,47.61933,-122.34413,2009,7,138125,2497012.0471632,18.07791527357973,Electricity,Terrain,3.0,14.0,11.0,0,Moderate,No Flood,0.0,273.0,58.0,47.0,0
Multifamily LR (1-4),CENTRAL,3.0,47.62493,-122.307,1907,2,20736,493399.0875016,23.79432327843364,Electricity,Coastal,4.0,12.5,11.0,1,Fair,No Flood,4.0,192.0,46.0,149.0,1
Multifamily LR (1-4),CENTRAL,3.0,47.62463,-122.30704,1909,3,29243,1346623.3970494,46.04942711245084,Mixed,Coastal,4.0,12.5,11.0,1,Fair,No Flood,4.0,192.0,46.0,149.0,1
Multifamily MR (5-9),DOWNTOWN,7.0,47.61837,-122.35363,2005,6,79644,2044910.1094464,25.675632934639147,Electricity,Terrain,5.0,12.0,11.0,3,Fair,No Flood,0.0,168.0,17.0,67.0,0
Multifamily MR (5-9),EAST,3.0,47.62487,-122.32768,1966,6,40597,965489.3507112,23.782283191152057,Electricity,Coastal,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),NORTHWEST,6.0,47.69125,-122.35104,1998,4,30174,828710.2425336,27.46438133935176,Electricity,Terrain,2.0,12.0,10.0,0,Fair,No Flood,256.0,302.0,105.0,178.0,1
Multifamily MR (5-9),EAST,3.0,47.6189,-122.32318,2000,5,44520,1242374.4051264,27.905983942641512,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),NORTHEAST,4.0,47.67025,-122.31232,1963,4,28472,842549.8888632,29.59222706038213,Electricity,Green,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),NORTHEAST,4.0,47.67069,-122.31239,1960,4,20884,767677.2657344,36.7591105982762,Electricity,Green,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),NORTHEAST,4.0,47.67058,-122.31275,1978,4,27267,843795.3205472,30.945660342069168,Electricity,Green,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),DELRIDGE NEIGHBORHOODS,1.0,47.51996,-122.36712,1990,2,89549,3175421.8856486,35.46016019886989,Electricity,Terrain,5.0,13.0,10.0,2,Moderate,Drainage Flood,3.0,27.0,222.0,437.0,0
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.63107,-122.3454,1989,4,24696,778565.0358298,31.525957071177515,Mixed,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily MR (5-9),EAST,3.0,47.6156,-122.32415,2001,6,119486,2655710.7529792,22.22612484290377,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,0
Multifamily LR (1-4),NORTHEAST,4.0,47.67594,-122.30247,2003,4,21518,936980.9076432,43.54405184697463,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),NORTHEAST,4.0,47.67598,-122.30201,2005,4,19807,620364.8764376,31.3204865167668,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),NORTHEAST,4.0,47.66768,-122.3037,1978,3,20390,515564.3593352,25.28515739750858,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),NORTHEAST,4.0,47.67557,-122.30214,1949,3,90383,4330664.551771,47.91459181229877,Mixed,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,0
Multifamily LR (1-4),NORTHEAST,4.0,47.67604,-122.30141,2005,4,33869,1800335.9834386,53.15586475652071,Mixed,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),EAST,3.0,47.6284,-122.31843,1920,3,21672,1241678.8161296,57.2941498767811,Natural Gas,Coastal,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily HR (10+),EAST,3.0,47.63383,-122.27624,1969,23,146102,5429324.6175674,37.16119298549917,Mixed,Coastal,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,0
Multifamily LR (1-4),NORTHWEST,6.0,47.694,-122.35348,1987,4,36538,1104189.4946096,30.22030474053314,Electricity,Terrain,2.0,12.0,10.0,0,Fair,No Flood,256.0,302.0,105.0,178.0,1
Multifamily MR (5-9),SOUTHWEST,1.0,47.59454,-122.38774,1996,6,43222,1469548.237491,34.00000549467863,Mixed,Green,3.7,12.7,10.0,2,Low,No Flood,3.0,199.0,143.0,362.0,1
Multifamily HR (10+),NORTHEAST,4.0,47.66289,-122.31882,1974,23,169565,1409863.371158,8.314589515277328,Natural Gas,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,0
Multifamily MR (5-9),SOUTHEAST,2.0,47.52058,-122.26028,1964,5,20967,532198.5496352,25.382675138799065,Electricity,Coastal,1.0,14.0,11.0,1,Low,No Flood,0.0,473.0,1043.0,1321.0,1
Multifamily MR (5-9),SOUTHWEST,1.0,47.58946,-122.39376,1994,6,44188,1435127.0165094,32.477754515013125,Mixed,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,1
Multifamily MR (5-9),DOWNTOWN,2.0,47.60128,-122.33456,1900,6,67235,2003452.4874428,29.79776139574329,Electricity,Coastal,5.0,12.0,11.0,2,High,No Flood,0.0,168.0,17.0,67.0,1
Multifamily MR (5-9),DOWNTOWN,2.0,47.60038,-122.33517,1914,5,42534,1681019.3706036,39.521779531753424,Mixed,Coastal,5.0,12.0,11.0,2,High,No Flood,0.0,168.0,17.0,67.0,1
Multifamily LR (1-4),NORTHEAST,4.0,47.65963,-122.31914,1986,3,23162,613438.2289896,26.484683058008805,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),NORTHEAST,4.0,47.6604,-122.32054,1988,4,21100,474806.3279232,22.502669569819904,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily MR (5-9),NORTHEAST,4.0,47.66001,-122.32052,1986,5,31756,957081.8338088,30.13861424010581,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),NORTHEAST,4.0,47.66001,-122.32011,1985,4,60684,1544512.7195232,25.45172894870477,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),NORTHEAST,4.0,47.65911,-122.32119,1985,4,23195,324146.6277168,13.97484922253934,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),NORTHEAST,4.0,47.65864,-122.32109,1983,4,40090,955072.0824064,23.82319986047393,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),NORTHEAST,4.0,47.65809,-122.32117,1987,4,22176,598967.336464,27.00971033838384,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),NORTHEAST,4.0,47.66501,-122.29562,2000,3,29351,663296.4420488,22.59876808452182,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily MR (5-9),DOWNTOWN,7.0,47.61798,-122.35603,2006,6,108959,3525976.4441400003,32.360580072687895,Mixed,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,0
Multifamily MR (5-9),MAGNOLIA / QUEEN ANNE,7.0,47.62439,-122.36386,1963,8,29520,1572191.65674,53.25852495731707,Natural Gas,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily MR (5-9),LAKE UNION,4.0,47.65862,-122.34192,2008,5,36600,1030602.934166,28.158550113825136,Mixed,Coastal,3.0,14.0,11.0,1,Fair,No Flood,20.0,273.0,58.0,47.0,1
Multifamily MR (5-9),NORTH,5.0,47.73225,-122.29347,1986,6,32400,911806.1269184,28.14216441106173,Electricity,Terrain,5.0,13.0,11.0,3,Lower,No Flood,20.0,471.0,81.0,352.0,1
Multifamily LR (1-4),EAST,3.0,47.61759,-122.32759,1988,4,34165,1247605.2181992,36.5170559988058,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),EAST,3.0,47.61721,-122.3271,1914,4,20928,1044006.1573424,49.8856153164373,Natural Gas,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.63766,-122.34213,1990,4,19740,705545.6936432,35.741929769159064,Electricity,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily MR (5-9),NORTHEAST,4.0,47.67539,-122.31843,1999,6,48330,1958089.2751522,40.51498603666873,Mixed,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily MR (5-9),NORTHEAST,4.0,47.67426,-122.3177,1992,5,24501,684188.9850656,27.92494122956614,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily MR (5-9),NORTHWEST,6.0,47.692,-122.35561,2000,6,68648,2057620.3369064,29.97349284620673,Electricity,Terrain,2.0,12.0,10.0,0,Fair,No Flood,256.0,302.0,105.0,178.0,1
Multifamily LR (1-4),NORTHWEST,6.0,47.69159,-122.35732,2008,3,52626,1139372.4781708,21.65037202467981,Electricity,Terrain,2.0,12.0,10.0,0,Fair,No Flood,256.0,302.0,105.0,178.0,1
Multifamily MR (5-9),CENTRAL,3.0,47.59824,-122.30256,2000,5,70161,5504939.3775594,78.46152958993459,Electricity,Terrain,4.0,12.5,11.0,1,Fair,No Flood,4.0,192.0,46.0,149.0,1
Multifamily LR (1-4),SOUTHWEST,1.0,47.51169,-122.39435,1967,3,115819,3282300.1121626,28.33991065509631,Electricity,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,0
Multifamily MR (5-9),DOWNTOWN,2.0,47.59946,-122.3338,1905,7,43460,747569.5152856,17.201323407399908,Electricity,Terrain,5.0,12.0,11.0,2,High,No Flood,0.0,168.0,17.0,67.0,1
Multifamily LR (1-4),EAST,3.0,47.61427,-122.31977,1910,3,32100,168679.58111,5.254815610903427,Mixed,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),EAST,3.0,47.61738,-122.31749,1925,3,29513,3196236.1292372,108.29926233311424,Natural Gas,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),NORTHEAST,4.0,47.65901,-122.3201,1990,4,16554,420058.5159512,25.375046269856227,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),NORTHEAST,4.0,47.65859,-122.31913,1986,4,34373,785065.539328,22.83959908439764,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily MR (5-9),NORTHEAST,4.0,47.65631,-122.3195,1986,6,38605,903084.6929888,23.39294632790571,Electricity,Coastal,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),NORTHEAST,4.0,47.65676,-122.32053,1987,4,23432,521962.1248352,22.275611336428817,Electricity,Coastal,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),DOWNTOWN,2.0,47.59802,-122.32468,1909,4,33887,2132535.1465288,62.93077423580724,Natural Gas,Terrain,5.0,12.0,11.0,2,High,No Flood,0.0,168.0,17.0,67.0,1
Multifamily LR (1-4),DOWNTOWN,2.0,47.59784,-122.32394,1907,3,25600,576877.1317456,22.5342629588125,Electricity,Terrain,5.0,12.0,11.0,2,High,No Flood,0.0,168.0,17.0,67.0,1
Multifamily LR (1-4),EAST,3.0,47.61769,-122.32701,1963,4,23150,570977.5067426,24.66425515086825,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),EAST,3.0,47.61598,-122.32758,1960,4,34024,801706.0374824,23.56295666242652,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),EAST,3.0,47.61539,-122.32708,2013,6,90314,6025008.1756722,66.71178527882941,Mixed,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,0
Multifamily MR (5-9),EAST,3.0,47.61593,-122.32715,2012,6,24962,754189.0699896,30.213487300280427,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),EAST,3.0,47.61609,-122.32714,1997,7,58905,1593289.2836952,27.04845571165776,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),EAST,3.0,47.61666,-122.32708,1994,6,48587,1834977.7126198,37.766845300590695,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily MR (5-9),EAST,3.0,47.6146,-122.32661,1926,7,54572,2265956.3239852,41.5223250748589,Natural Gas,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.63447,-122.35724,1990,4,20378,593302.5527102,29.114856841211108,Electricity,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
